id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
272,_, , ,太方便了,0,4,使用体验,积极,太方便了。卖家服务非常好！！
272,卖家服务,5,9,非常好,9,12,服务,积极,太方便了。卖家服务非常好！！
273,_, , ,非常满意,11,15,整体,积极,经常在京东买东西，这次非常满意
274,_, , ,超赞,5,7,整体,积极,已收到货，超赞呢，很喜欢
274,_, , ,很喜欢,9,12,整体,积极,已收到货，超赞呢，很喜欢
275,_, , ,没毛病,6,9,整体,积极,质量非常好，没毛病。
275,质量,0,2,非常好,2,5,整体,积极,质量非常好，没毛病。
276,_, , ,很喜欢,5,8,整体,积极,物流很快，很喜欢。
276,物流,0,2,很快,2,4,物流,积极,物流很快，很喜欢。
277,_, , ,还行,4,6,整体,中性,这个用着还行
278,_, , ,还可以,2,5,整体,中性,目前还可以！
279,_, , ,很好用,0,3,使用体验,积极,很好用正品
279,_, , ,正品,3,5,整体,积极,很好用正品
280,_, , ,不错,0,2,整体,积极,不错的哦
281,_, , ,特别喜欢,0,4,整体,积极,特别喜欢颜色很好看，服务贴心周到。
281,服务,10,12,贴心周到,12,16,服务,积极,特别喜欢颜色很好看，服务贴心周到。
281,颜色,4,6,很好看,6,9,外观,积极,特别喜欢颜色很好看，服务贴心周到。
282,_, , ,可以,9,11,整体,积极,很好用，还不错哦，可以。
282,_, , ,还不错,4,7,整体,积极,很好用，还不错哦，可以。
282,_, , ,很好用,0,3,使用体验,积极,很好用，还不错哦，可以。
283,_, , ,没毛病,6,9,整体,积极,质量非常好。没毛病
283,质量,0,2,非常好,2,5,整体,积极,质量非常好。没毛病
284,_, , ,很好,0,2,整体,积极,很好哦
285,_, , ,十分满意,57,61,整体,积极,用于房产经纪人拍摄的，这个技术真心很满意，客户看房更直观有效了，成交率大大提升，而且机器操作也方便，还有使用教程，十分满意！
285,_, , ,真心很满意,15,20,整体,积极,用于房产经纪人拍摄的，这个技术真心很满意，客户看房更直观有效了，成交率大大提升，而且机器操作也方便，还有使用教程，十分满意！
285,操作,44,46,方便,47,49,使用体验,积极,用于房产经纪人拍摄的，这个技术真心很满意，客户看房更直观有效了，成交率大大提升，而且机器操作也方便，还有使用教程，十分满意！
286,_, , ,特别喜欢,12,16,整体,积极,相机收到了，发货特别快也特别喜欢这款，也挺实惠的，有需要的下手了
286,发货,6,8,特别快,8,11,物流,积极,相机收到了，发货特别快也特别喜欢这款，也挺实惠的，有需要的下手了
286,_, , ,挺实惠,20,23,价格,积极,相机收到了，发货特别快也特别喜欢这款，也挺实惠的，有需要的下手了
287,_, , ,还不错,10,13,整体,积极,东西收到了，总体感觉还不错，还没开始使用，用后再追评
288,_, , ,很方便,4,7,使用体验,积极,很好用，很方便解决了我们拍摄全景照片的问题。
288,_, , ,很好用,0,3,使用体验,积极,很好用，很方便解决了我们拍摄全景照片的问题。
289,_, , ,很喜欢,0,3,整体,积极,很喜欢，可以接在手机上，拍景色肯定很赞
289,_, , ,赞,18,19,整体,积极,很喜欢，可以接在手机上，拍景色肯定很赞
290,_, , ,很好,12,14,整体,积极,商品和描述一样。用了效果很好。有需要还会再买。
290,效果,10,12,很好,12,14,拍摄,积极,商品和描述一样。用了效果很好。有需要还会再买。
291,_, , ,很好用,25,28,使用体验,积极,之前同事买过用着挺好用的，所以自己也买一个用，确实很好用的，拍照清晰，反应灵敏，操控简单
291,_, , ,挺好用,8,11,使用体验,积极,之前同事买过用着挺好用的，所以自己也买一个用，确实很好用的，拍照清晰，反应灵敏，操控简单
291,反应,35,37,灵敏,37,39,性能,积极,之前同事买过用着挺好用的，所以自己也买一个用，确实很好用的，拍照清晰，反应灵敏，操控简单
291,拍照,30,32,清晰,32,34,拍摄,积极,之前同事买过用着挺好用的，所以自己也买一个用，确实很好用的，拍照清晰，反应灵敏，操控简单
291,操控,40,42,简单,42,44,使用体验,积极,之前同事买过用着挺好用的，所以自己也买一个用，确实很好用的，拍照清晰，反应灵敏，操控简单
292,_, , ,很方便,20,23,使用体验,积极,宝贝收到了，质量非常好，做工精致！用起来很方便，拍出来效果很好，清晰。是经纪人必备神器。客服服务很好，有需要还会再来的！
292,_, , ,清晰,32,34,拍摄,积极,宝贝收到了，质量非常好，做工精致！用起来很方便，拍出来效果很好，清晰。是经纪人必备神器。客服服务很好，有需要还会再来的！
292,质量,6,8,非常好,8,11,整体,积极,宝贝收到了，质量非常好，做工精致！用起来很方便，拍出来效果很好，清晰。是经纪人必备神器。客服服务很好，有需要还会再来的！
292,做工,12,14,精致,14,16,外观,积极,宝贝收到了，质量非常好，做工精致！用起来很方便，拍出来效果很好，清晰。是经纪人必备神器。客服服务很好，有需要还会再来的！
293,_, , ,好评,38,40,整体,积极,东西刚到手，正在研究之中！不过看起来还是很不错的！等着充电之后用用就知道了！好评一个走起！
293,_, , ,很不错,20,23,整体,积极,东西刚到手，正在研究之中！不过看起来还是很不错的！等着充电之后用用就知道了！好评一个走起！
294,_, , ,真心不错,0,4,整体,积极,真心不错，值得购物，货比三家，还是这个好，给客服点个赞? ，还有我喜欢蓝色的。
294,客服,22,24,点个赞,24,27,物流,积极,真心不错，值得购物，货比三家，还是这个好，给客服点个赞? ，还有我喜欢蓝色的。
294,_, , ,好,19,20,整体,积极,真心不错，值得购物，货比三家，还是这个好，给客服点个赞? ，还有我喜欢蓝色的。
295,_, , ,好评,93,95,整体,积极,相机很不错，拍摄很给力！主要用于网络~的拍摄！物流非常快！相机赠品的架子有点小瑕疵，跟客服一说，立马给补发了个新的！客户服务态度非常好?！图片是补发的架子，已经验货，没有问题！良心店家！好评！??！！！
295,_, , ,很不错,2,5,整体,积极,相机很不错，拍摄很给力！主要用于网络~的拍摄！物流非常快！相机赠品的架子有点小瑕疵，跟客服一说，立马给补发了个新的！客户服务态度非常好?！图片是补发的架子，已经验货，没有问题！良心店家！好评！??！！！
295,_, , ,没有问题,83,87,整体,积极,相机很不错，拍摄很给力！主要用于网络~的拍摄！物流非常快！相机赠品的架子有点小瑕疵，跟客服一说，立马给补发了个新的！客户服务态度非常好?！图片是补发的架子，已经验货，没有问题！良心店家！好评！??！！！
295,物流,23,25,非常快,25,28,物流,积极,相机很不错，拍摄很给力！主要用于网络~的拍摄！物流非常快！相机赠品的架子有点小瑕疵，跟客服一说，立马给补发了个新的！客户服务态度非常好?！图片是补发的架子，已经验货，没有问题！良心店家！好评！??！！！
295,客户服务态度,58,64,非常好,64,67,物流,积极,相机很不错，拍摄很给力！主要用于网络~的拍摄！物流非常快！相机赠品的架子有点小瑕疵，跟客服一说，立马给补发了个新的！客户服务态度非常好?！图片是补发的架子，已经验货，没有问题！良心店家！好评！??！！！
296,_, , ,很好,5,7,整体,积极,拿到手感觉很好，试拍了下，很清晰。是做地产的好帮手，还送了支架
296,_, , ,很清晰,13,16,拍摄,积极,拿到手感觉很好，试拍了下，很清晰。是做地产的好帮手，还送了支架
297,_, , ,给力,29,31,整体,积极,包装很精美，还准备了布套保护设备。跟着教程，一下就学会了，给力。
297,包装,0,2,很精美,2,5,包装,积极,包装很精美，还准备了布套保护设备。跟着教程，一下就学会了，给力。
298,_, , ,好操作,19,22,使用体验,积极,房产经纪人离不开的设备，画面感很好，也好操作！我们门店先准备了两个，以后需要再来
298,画面感,12,15,很好,15,17,拍摄,积极,房产经纪人离不开的设备，画面感很好，也好操作！我们门店先准备了两个，以后需要再来
299,_, , ,好用,0,2,使用体验,积极,好用，店家客服也都很好，有什么问题都很好沟通，帮忙解决，满分好评！
299,_, , ,满分好评,28,32,整体,积极,好用，店家客服也都很好，有什么问题都很好沟通，帮忙解决，满分好评！
300,_, , ,很好用,7,10,使用体验,积极,在家试了一下！很好用！配置好之后，点击一下拍照就OK了。合成的很快！物美价廉！便携！
300,_, , ,物美价廉,34,38,物流,积极,在家试了一下！很好用！配置好之后，点击一下拍照就OK了。合成的很快！物美价廉！便携！
300,_, , ,便携,39,41,使用体验,积极,在家试了一下！很好用！配置好之后，点击一下拍照就OK了。合成的很快！物美价廉！便携！
301,_, , ,很不错,2,5,整体,积极,产品很不错，以前用过。感受还是那样，没有变化。商家服务很好
301,商家服务,23,27,很好,27,29,服务,积极,产品很不错，以前用过。感受还是那样，没有变化。商家服务很好
302,_, , ,太好用了,2,6,使用体验,积极,用着太好用了，基本上拿在手里就会操作。简单方便。拍出来的效果特别好，客服也很耐心，
302,_, , ,简单方便,19,23,使用体验,积极,用着太好用了，基本上拿在手里就会操作。简单方便。拍出来的效果特别好，客服也很耐心，
302,客服,34,36,很耐心,37,40,物流,积极,用着太好用了，基本上拿在手里就会操作。简单方便。拍出来的效果特别好，客服也很耐心，
302,效果,28,30,特别好,30,33,拍摄,积极,用着太好用了，基本上拿在手里就会操作。简单方便。拍出来的效果特别好，客服也很耐心，
303,_, , ,非常不错,2,6,整体,积极,看着非常不错，以后给房子拍照片可以用了，希望用着不错！
304,_, , ,很不错,31,34,整体,积极,公司发展需要，一人一点钱平分买一部回来用。用过之后各方面都确实很不错。
305,_, , ,很实用,0,3,使用体验,积极,很实用 操作非常简单 赠送了很多东西 颜色非常好看
305,颜色,19,21,非常好看,21,25,外观,积极,很实用 操作非常简单 赠送了很多东西 颜色非常好看
305,操作,4,6,非常简单,6,10,使用体验,积极,很实用 操作非常简单 赠送了很多东西 颜色非常好看
306,_, , ,很好,17,19,整体,积极,东西挺好的，用来拍房子的全景照片，很好，值得购买！
306,_, , ,挺好,2,4,整体,积极,东西挺好的，用来拍房子的全景照片，很好，值得购买！
307,_, , ,好评,0,2,整体,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,_, , ,非常满意,20,24,整体,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,质量,3,5,非常好,5,8,整体,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,运送速度,68,72,很快,72,74,物流,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,发货速度,39,43,非常快,43,46,物流,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,包装,47,49,非常仔细,49,53,包装,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,包装,47,49,严实,54,56,包装,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
307,_, , ,很满意,75,78,整体,积极,好评！质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物
308,_, , ,很不错,10,13,整体,积极,产品小小的特别可爱，很不错的一款产品哦 正在调试中，期待它的效果
308,_, , ,特别可爱,5,9,外观,积极,产品小小的特别可爱，很不错的一款产品哦 正在调试中，期待它的效果
309,_, , ,很好,14,16,使用体验,积极,画面清晰 使用方便快捷 用着很好
309,画面,0,2,清晰,2,4,拍摄,积极,画面清晰 使用方便快捷 用着很好
309,_, , ,方便快捷,7,11,使用体验,积极,画面清晰 使用方便快捷 用着很好
310,_, , ,很好用,16,19,使用体验,积极,神器一到就在用  同事都买了  很好用
311,_, , ,好评,46,48,整体,积极,收到货，立马去实地使用了。还是比较好操作的。房产经纪人的神器。商家解释的很详细，物流也很快。好评。后期多用用，再来追加评论吧！感谢
311,_, , ,比较好操作,15,20,使用体验,积极,收到货，立马去实地使用了。还是比较好操作的。房产经纪人的神器。商家解释的很详细，物流也很快。好评。后期多用用，再来追加评论吧！感谢
311,物流,40,42,很快,43,45,物流,积极,收到货，立马去实地使用了。还是比较好操作的。房产经纪人的神器。商家解释的很详细，物流也很快。好评。后期多用用，再来追加评论吧！感谢
312,_, , ,很给力,17,20,整体,积极,商品很精致，操作方便，实地使用过后很给力！！物流发货快，而且送三脚架了，必须好评！！！
312,商品,0,2,很精致,2,5,外观,积极,商品很精致，操作方便，实地使用过后很给力！！物流发货快，而且送三脚架了，必须好评！！！
312,操作,6,8,方便,8,10,使用体验,积极,商品很精致，操作方便，实地使用过后很给力！！物流发货快，而且送三脚架了，必须好评！！！
312,物流发货,22,26,快,26,27,物流,积极,商品很精致，操作方便，实地使用过后很给力！！物流发货快，而且送三脚架了，必须好评！！！
312,_, , ,好评,38,40,整体,积极,商品很精致，操作方便，实地使用过后很给力！！物流发货快，而且送三脚架了，必须好评！！！
313,_, , ,很方便,32,35,使用体验,积极,质量非常不错，理光相机 ，照相比较清晰，720度都可以拍摄用起来很方便。
313,照相,13,15,比较清晰,15,19,拍摄,积极,质量非常不错，理光相机 ，照相比较清晰，720度都可以拍摄用起来很方便。
313,质量,0,2,非常不错,2,6,整体,积极,质量非常不错，理光相机 ，照相比较清晰，720度都可以拍摄用起来很方便。
314,_, , ,很好用,7,10,使用体验,积极,第二次购买了，很好用，希望还有合作
315,_, , ,很实用,12,15,使用体验,积极,真棒，给教程，简单易学！很实用的东西。
315,_, , ,真棒,0,2,整体,积极,真棒，给教程，简单易学！很实用的东西。
315,_, , ,易学,9,11,使用体验,积极,真棒，给教程，简单易学！很实用的东西。
315,_, , ,简单,7,9,使用体验,积极,真棒，给教程，简单易学！很实用的东西。
316,_, , ,好评,46,48,整体,积极,买了回来就去拍了两个房子，工作需要用的，很容易上手，稍微看了下说明书就会了。效果也还不错。给好评！
316,效果,38,40,还不错,41,44,拍摄,积极,买了回来就去拍了两个房子，工作需要用的，很容易上手，稍微看了下说明书就会了。效果也还不错。给好评！
316,_, , ,很容易上手,20,25,使用体验,积极,买了回来就去拍了两个房子，工作需要用的，很容易上手，稍微看了下说明书就会了。效果也还不错。给好评！
317,_, , ,非常不错,5,9,整体,积极,公司买的，非常不错，性价很高，容易操作！今天刚培训完非常好用！
317,_, , ,非常好用,26,30,使用体验,积极,公司买的，非常不错，性价很高，容易操作！今天刚培训完非常好用！
317,性价,10,12,很高,12,14,价格,积极,公司买的，非常不错，性价很高，容易操作！今天刚培训完非常好用！
317,_, , ,容易操作,15,19,使用体验,积极,公司买的，非常不错，性价很高，容易操作！今天刚培训完非常好用！
318,_, , ,很好,4,6,整体,积极,不错东西很好，包装也挺好的，感觉非常不错，信赖京东，以后还会继续买！
318,_, , ,非常不错,16,20,整体,积极,不错东西很好，包装也挺好的，感觉非常不错，信赖京东，以后还会继续买！
318,包装,7,9,挺好,10,12,包装,积极,不错东西很好，包装也挺好的，感觉非常不错，信赖京东，以后还会继续买！
319,_, , ,很适合,12,15,整体,积极,宝贝很好 第二次购买了 很适合我们 会推荐给其他同事购买的
319,宝贝,0,2,很好,2,4,整体,积极,宝贝很好 第二次购买了 很适合我们 会推荐给其他同事购买的
320,_, , ,比较满意,13,17,整体,积极,物流超级快、试用一下，还是比较满意的、
320,物流,0,2,超级快,2,5,物流,积极,物流超级快、试用一下，还是比较满意的、
321,_, , ,不错,3,5,使用体验,积极,使用过不错呢，以后常关注，客服服务非常棒
321,客服服务,13,17,非常棒,17,20,服务,积极,使用过不错呢，以后常关注，客服服务非常棒
322,_, , ,可以,0,2,整体,积极,可以的，苹果用的很流畅
322,_, , ,很流畅,8,11,性能,积极,可以的，苹果用的很流畅
323,_, , ,点赞,37,39,整体,积极,很好用，我们公司的每个店面的员工都去争相购买，照出来的效果皆成亮点，必须得点赞?
323,_, , ,很好用,0,3,整体,积极,很好用，我们公司的每个店面的员工都去争相购买，照出来的效果皆成亮点，必须得点赞?
324,_, , ,好评,0,2,整体,积极,好评，衣食住行都在京东，方便快捷，价格实惠，都很满意
324,_, , ,很满意,23,26,整体,积极,好评，衣食住行都在京东，方便快捷，价格实惠，都很满意
324,价格,17,19,实惠,19,21,价格,积极,好评，衣食住行都在京东，方便快捷，价格实惠，都很满意
324,_, , ,方便快捷,12,16,使用体验,积极,好评，衣食住行都在京东，方便快捷，价格实惠，都很满意
325,_, , ,很喜欢,22,25,整体,积极,东西可以，拍照起来也方便，等于傻瓜式的一样！很喜欢
325,_, , ,可以,2,4,整体,积极,东西可以，拍照起来也方便，等于傻瓜式的一样！很喜欢
325,_, , ,方便,10,12,使用体验,积极,东西可以，拍照起来也方便，等于傻瓜式的一样！很喜欢
326,_, , ,非常好,0,3,整体,积极,非常好，高清晰，360度全方位！简直是太给力了！
326,_, , ,太给力,19,22,整体,积极,非常好，高清晰，360度全方位！简直是太给力了！
326,_, , ,高清晰,4,7,拍摄,积极,非常好，高清晰，360度全方位！简直是太给力了！
327,_, , ,蛮好,0,2,整体,积极,蛮好的，才开启用，效果很好的，房地产经纪人必备啊
327,效果,9,11,很好,11,13,拍摄,积极,蛮好的，才开启用，效果很好的，房地产经纪人必备啊
328,_, , ,很方便,2,5,使用体验,积极,不错很方便清晰度还算好最关键哈哈拍一张就够了哈哈很好质量也很不错
328,清晰度,5,8,还算好,8,11,拍摄,积极,不错很方便清晰度还算好最关键哈哈拍一张就够了哈哈很好质量也很不错
328,质量,26,28,很不错,29,32,整体,积极,不错很方便清晰度还算好最关键哈哈拍一张就够了哈哈很好质量也很不错
329,_, , ,非常好,12,15,整体,积极,挺好的，看了别人购买实用非常好自己也买了一个
329,_, , ,挺好,0,2,整体,积极,挺好的，看了别人购买实用非常好自己也买了一个
329,_, , ,实用,10,12,使用体验,积极,挺好的，看了别人购买实用非常好自己也买了一个
330,_, , ,非常实用,6,10,使用体验,积极,操作简单  非常实用  照片清楚   充电时间短
330,充电时间,19,23,短,23,24,性能,积极,操作简单  非常实用  照片清楚   充电时间短
330,操作,0,2,简单,2,4,使用体验,积极,操作简单  非常实用  照片清楚   充电时间短
330,_, , ,非常实用,6,10,使用体验,积极,操作简单  非常实用  照片清楚   充电时间短
330,照片,12,14,清楚,14,16,拍摄,积极,操作简单  非常实用  照片清楚   充电时间短
331,_, , ,挺好,10,12,整体,积极,给公司办公电脑买的 挺好的 速度很快 还会回购
331,速度,14,16,很快,16,18,物流,积极,给公司办公电脑买的 挺好的 速度很快 还会回购
332,_, , ,很好用,6,9,使用体验,积极,一起买了三台很好用，效果不错，值得购买。。。
332,效果,10,12,不错,12,14,拍摄,积极,一起买了三台很好用，效果不错，值得购买。。。
333,_, , ,非常好,0,3,整体,积极,非常好，客服态度也很好，有问必答。
333,客服态度,4,8,很好,9,11,服务,积极,非常好，客服态度也很好，有问必答。
334,_, , ,非常不错,2,6,整体,积极,这个非常不错的，全景看房拍的可以。
335,_, , ,超赞,14,16,整体,积极,全景 VR相机，效果杠杠滴，超赞！
335,效果,8,10,杠杠滴,10,13,拍摄,积极,全景 VR相机，效果杠杠滴，超赞！
336,_, , ,很方便,14,17,使用体验,积极,物流快，东西也没得说，用起来很方便
336,物流,0,2,快,2,3,物流,积极,物流快，东西也没得说，用起来很方便
336,_, , ,没得说,7,10,整体,积极,物流快，东西也没得说，用起来很方便
337,_, , ,很方便,12,15,使用体验,积极,不错，质量很好，用起来也很方便
337,_, , ,不错,0,2,整体,积极,不错，质量很好，用起来也很方便
337,质量,3,5,很好,5,7,整体,积极,不错，质量很好，用起来也很方便
338,_, , ,挺满意,4,7,整体,积极,挺好的，挺满意，京东买东西很不错，继续支持
338,_, , ,挺好,0,2,整体,积极,挺好的，挺满意，京东买东西很不错，继续支持
338,_, , ,很不错,13,16,整体,积极,挺好的，挺满意，京东买东西很不错，继续支持
339,_, , ,很喜欢,20,23,整体,积极,东西很好，要是支架稍微结实一点就更好了，很喜欢
339,_, , ,很好,2,4,整体,积极,东西很好，要是支架稍微结实一点就更好了，很喜欢
340,_, , ,很实用,3,6,使用体验,积极,不错！很实用！客服教导的也耐心！
340,_, , ,不错,0,2,整体,积极,不错！很实用！客服教导的也耐心！
340,客服,7,9,耐心,13,15,服务,积极,不错！很实用！客服教导的也耐心！
341,_, , ,完美,10,12,整体,积极,相当满意，客服给力，完美体验，
341,_, , ,相当满意,0,4,整体,积极,相当满意，客服给力，完美体验，
341,客服,5,7,给力,7,9,服务,积极,相当满意，客服给力，完美体验，
342,_, , ,很好用,0,3,使用体验,积极,很好用，目前还在研究使用方法。
343,_, , ,很方便,9,12,使用体验,积极,东西可以的，使用也很方便。第二次购买
343,_, , ,可以,2,4,整体,积极,东西可以的，使用也很方便。第二次购买
344,_, , ,很好用,12,15,使用体验,积极,店里都已经买了几台了  很好用的
345,_, , ,很好,3,5,整体,积极,不错，很好，发货很快。。。
345,_, , ,不错,0,2,整体,积极,不错，很好，发货很快。。。
345,发货,6,8,很快,8,10,物流,积极,不错，很好，发货很快。。。
346,_, , ,很不错,0,3,整体,积极,很不错，效果也可以，下次再来。。。
346,效果,4,6,可以,7,9,拍摄,积极,很不错，效果也可以，下次再来。。。
347,_, , ,很好用,0,3,使用体验,积极,很好用，已经买了第七个了
348,_, , ,很好用,6,9,使用体验,积极,公司买来用，很好用。
349,_, , ,不错,0,2,整体,积极,不错送的支架也很好。。。
349,送的支架,2,6,很好,7,9,赠品,积极,不错送的支架也很好。。。
350,_, , ,好评,12,14,整体,积极,送货速度超快！！！先给个好评?
350,送货速度,0,4,超快,4,6,物流,积极,送货速度超快！！！先给个好评?
351,_, , ,不错,0,2,整体,积极,不错，特别清楚。身临其境
351,_, , ,特别清楚,3,7,拍摄,积极,不错，特别清楚。身临其境
352,_, , ,可以,7,9,整体,积极,宝贝非常不错?可以的
352,宝贝,0,2,非常不错,2,6,整体,积极,宝贝非常不错?可以的
353,_, , ,很好,3,5,整体,积极,收到货很好，真心不错
353,_, , ,真心不错,6,10,整体,积极,收到货很好，真心不错
354,_, , ,好操作,19,22,使用体验,积极,房产经纪人离不开的设备，画面感很好，也好操作！我们门店先准备了6个，拍摄了一套豪宅！
354,画面感,12,15,很好,15,17,拍摄,积极,房产经纪人离不开的设备，画面感很好，也好操作！我们门店先准备了6个，拍摄了一套豪宅！
355,_, , ,挺方便,10,13,使用体验,积极,相机很漂亮。使用起来挺方便的，使用过程中经常出现卡顿，手机黑屏。图二是一条裂缝，客服说是方便以后维修拆解。当然我不懂，只能信以为真，期待后期使用起来越来越方便
355,_, , ,很漂亮,2,5,外观,积极,相机很漂亮。使用起来挺方便的，使用过程中经常出现卡顿，手机黑屏。图二是一条裂缝，客服说是方便以后维修拆解。当然我不懂，只能信以为真，期待后期使用起来越来越方便
356,_, , ,还行,26,28,整体,中性,东西还不错  挺小的携带方便 就是像素差了点  总体还行
356,_, , ,还不错,2,5,整体,积极,东西还不错  挺小的携带方便 就是像素差了点  总体还行
356,_, , ,挺小,7,9,外观,积极,东西还不错  挺小的携带方便 就是像素差了点  总体还行
356,像素,17,19,差了点,19,22,拍摄,消极,东西还不错  挺小的携带方便 就是像素差了点  总体还行
356,_, , ,携带方便,10,14,使用体验,积极,东西还不错  挺小的携带方便 就是像素差了点  总体还行
357,_, , ,好用,7,9,使用体验,积极,用了好多天了，好用，使用方便，买来安居客发房源使用
357,_, , ,方便,12,14,使用体验,积极,用了好多天了，好用，使用方便，买来安居客发房源使用
358,_, , ,棒棒,18,20,整体,积极,做房产的贴心小帮手，必备，拍摄清晰，棒棒的！
358,拍摄,13,15,清晰,15,17,拍摄,积极,做房产的贴心小帮手，必备，拍摄清晰，棒棒的！
359,_, , ,方便,9,11,使用体验,积极,效果不错，用起来也方便。专门用来拍安居客视频用的。
359,效果,0,2,不错,2,4,拍摄,积极,效果不错，用起来也方便。专门用来拍安居客视频用的。
360,_, , ,可以,0,2,整体,积极,可以，完美，买来送客户的，使用体验感不错
360,_, , ,完美,3,5,整体,积极,可以，完美，买来送客户的，使用体验感不错
360,体验感,15,18,不错,18,20,使用体验,积极,可以，完美，买来送客户的，使用体验感不错
361,_, , ,不错,0,2,整体,积极,不错的，其实很多品牌有配置更高的产品，但是还是相信理光的品牌。唯一的缺点在于，手持拍摄会把手指拍进去，没办法。很多时候找不到支撑点必须用三脚架。
362,_, , ,很好,0,2,整体,积极,很好，轻巧便捷，照出来的影像可以全方位看房子的每一个地方，客户可以清晰的了解房子，就是只能用电脑充电这点很不舒服
362,_, , ,轻巧便捷,3,7,使用体验,积极,很好，轻巧便捷，照出来的影像可以全方位看房子的每一个地方，客户可以清晰的了解房子，就是只能用电脑充电这点很不舒服
362,充电,48,50,很不舒服,52,56,使用体验,消极,很好，轻巧便捷，照出来的影像可以全方位看房子的每一个地方，客户可以清晰的了解房子，就是只能用电脑充电这点很不舒服
363,_, , ,还可以,7,10,整体,中性,试了一下，感觉还可以，其他东西也用不起，就一个指甲，一个机器就完全够了！
364,_, , ,直观,10,12,整体,积极,全景效果不错，清晰，直观。值得拥有
364,全景效果,0,4,不错,4,6,拍摄,积极,全景效果不错，清晰，直观。值得拥有
364,_, , ,清晰,7,9,拍摄,积极,全景效果不错，清晰，直观。值得拥有
365,_, , ,不错,9,11,整体,积极,现在开始用了，感觉不错。后期再来
366,_, , ,还不错,2,5,整体,积极,看起还不错，就是搞不懂开始搞不懂是怎么去使用的
367,_, , ,还不错,5,8,整体,积极,用了下  还不错的，做房产的不容易，希望尽快开单吧！为了工作买的 顶起
368,_, , ,不错,12,14,整体,积极,从安居客端带过来买的东西不错卖家也实在
368,卖家,14,16,实在,17,19,服务,积极,从安居客端带过来买的东西不错卖家也实在
369,_, , ,方便,6,8,使用体验,积极,给公司买的，方便多了！好用！
369,_, , ,好用,11,13,使用体验,积极,给公司买的，方便多了！好用！
370,_, , ,挺好用,0,3,使用体验,积极,挺好用的，拍出来的照片还挺不错
370,照片,9,11,挺不错,12,15,拍摄,积极,挺好用的，拍出来的照片还挺不错
371,_, , ,不错,0,2,整体,积极,不错！就是新手需要学习一下！
372,_, , ,不错,7,9,整体,积极,第N次购买了，不错，还会继续购买
373,_, , ,还可以,23,26,整体,中性,挺好用的，就是复式的房子，拍照有问题处理！其他还可以
373,_, , ,挺好用,0,3,使用体验,积极,挺好用的，就是复式的房子，拍照有问题处理！其他还可以
374,_, , ,挺好用,7,10,使用体验,积极,已经买了两个，挺好用的，就是充电待机时间不长，送货速度也挺快的，买这个，京东还是方便。
374,充电待机时间,14,20,不长,20,22,性能,消极,已经买了两个，挺好用的，就是充电待机时间不长，送货速度也挺快的，买这个，京东还是方便
374,_, , ,方便,40,42,使用体验,积极,已经买了两个，挺好用的，就是充电待机时间不长，送货速度也挺快的，买这个，京东还是方便。
374,送货速度,23,27,挺快,28,30,物流,积极,已经买了两个，挺好用的，就是充电待机时间不长，送货速度也挺快的，买这个，京东还是方便。
375,_, , ,蛮方便,7,10,使用体验,积极,这款相机用起来蛮方便的，我是做房产的，移动经纪人可以用
376,_, , ,挺方便,13,16,使用体验,积极,收到货，当天拍了几个全景，挺方便的，安远~越来越多了。
377,_, , ,挺好用,0,3,使用体验,积极,挺好用的，满足我的需求了，效果不错
377,效果,13,15,不错,15,17,拍摄,积极,挺好用的，满足我的需求了，效果不错
378,_, , ,挺好,14,16,整体,积极,买了很多台了，老老老顾客了，挺好的。下次有需要还会买这里买的
379,_, , ,挺不错,0,3,整体,积极,挺不错的，已经是第二次购买了，还会回购的，，颜值质量都挺好
379,颜值,22,24,都挺好,26,29,外观,积极,挺不错的，已经是第二次购买了，还会回购的，，颜值质量都挺好
